ISIN,PRA_ITEM_4748,SECURITY_NAME,COUPON_RATE,3M_LIBOR,SPREAD,COUPON,COMPANY_NAME,COMPANY_PARENT,ICB_INDUSTRY,INDEX,SECURITY_START_DATE,MATURITY_DATE,DURATION,CURRENT_ISSUANCE,COMPANY_RANK,TIDM,SECURITY_DESCRIPTION,WEIGHTED_AVG,MONEY_RAISED_GBP,COUNTRY_OF_INCORPORATION,WORLD_REGION,MARKET_SEGMENT_CODE,MARKET_SEGMENT,MARKET_SECTOR_CODE,PARENT_CURRENCY,TRADING_CURRENCY
GB00BQWJH499,42,WTS 17/09/24(BEIJING ORIGIN)USD         ,n/a,0.11%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,24/09/2014,17/09/2024,10,2,8,84MA,Medium Term Loans,#VALUE!,"311,296",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B8070D90,42,WTS 18/07/16(4% GILT 7/9/16) GBP1       ,n/a,0.89%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,12/07/2012,18/07/2016,4,4,3,12XO,Medium Term Loans,#VALUE!,"25,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00BJ352752,42,WTS 19/02/24(DONG YI RI SHENG A)USD     ,n/a,0.12%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,26/02/2014,19/02/2024,10,2,8,83ND,Medium Term Loans,#VALUE!,"208,494",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7CXZM29,42,WTS 19/10/18(BSKT INDICES)GBP 106388    ,n/a,0.52%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,19/10/2012,19/10/2018,6,4,3,14RV,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00BK019382,42,WTS 20/02/24(SINOTRANS AIR A)USD        ,n/a,0.13%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,27/02/2014,20/02/2024,10,2,8,94CL,Medium Term Loans,#VALUE!,"2,331,274",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7CXZL12,42,WTS 20/9/17(FTSE100)GBP 106479          ,n/a,0.66%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/09/2012,20/09/2017,5,4,3,14KX,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NP0W28,42,WTS 21/05/19(BSKT OF INDICES)GBP        ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/05/2013,21/05/2019,6,3,3,71TD,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00BGSH2C05,42,WTS 21/11/23(GRASIM INDUSTRIES)USD40    ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/12/2013,21/11/2023,10,3,8,41ED,Medium Term Loans,#VALUE!,"3,661,560",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BGSH2201,42,WTS 21/11/23(TATA STEEL LTD)USD6        ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/12/2013,21/11/2023,10,3,8,41GY,Medium Term Loans,#VALUE!,"3,661,560",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BGSH2979,42,WTS 21/11/23(ULTRATECH CEMENT)USD29     ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/12/2013,21/11/2023,10,3,8,41KU,Medium Term Loans,#VALUE!,"3,663,391",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BGSH2425,42,WTS 21/11/23(ZEE ENTERTAINMENT)USD4     ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/12/2013,21/11/2023,10,3,8,41GZ,Medium Term Loans,#VALUE!,"3,661,560",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJ4GPP67,42,WTS 23/01/24(BEIJING ECHO TECHN)USD     ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,23/01/2014,23/01/2024,10,2,8,35YA,Medium Term Loans,#VALUE!,"1,768,338",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJ4GPT06,42,WTS 23/01/24(CHANGZ GUANG BER)USD       ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,23/01/2014,23/01/2024,10,2,8,35YB,Medium Term Loans,#VALUE!,"590,450",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJ59WH57,42,WTS 24/01/24(GUIRENNIAO CO ORD A)USD    ,n/a,0.11%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,27/01/2014,24/01/2024,10,2,8,36DI,Medium Term Loans,#VALUE!,"528,570",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7CY1F07,42,WTS 24/04/18 (FTSE100) GBP              ,n/a,1.07%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,27/03/2012,24/04/2018,6,4,3,13LO,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NP0Y42,42,WTS 24/04/18(FTSE100¦S&P500ID)          ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,24/04/2013,24/04/2018,5,3,3,17WH,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NP0Z58,42,WTS 24/04/19(BSKT IDX)GBP               ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/04/2013,24/04/2019,6,3,3,17VI,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NP1070,42,WTS 24/04/19(BSKT IDX)GBP               ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/04/2013,24/04/2019,6,3,3,17VJ,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B8MNH785,42,WTS 24/05/2019(FTSE100EUROSTOXX)GBP     ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,31/05/2013,24/05/2020,7,3,3,57BJ,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B5M2QN34,42,WTS 24/11/15(UK GILT TREASURY 09/07/15) ,n/a,0.75%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/11/2010,24/11/2015,5,6,3,45TE,Medium Term Loans,#VALUE!,"21,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00BNK06R99,42,WTS 25/06/24(GUANGDONG ELLINGTN)USD     ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/07/2014,25/06/2024,10,2,8,51IP,Medium Term Loans,#VALUE!,"142,774",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BKX5BX10,42,WTS 26/03/24(CHINA MERCHANT)USD2.7021   ,n/a,0.10%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,26/03/2014,26/03/2024,10,2,8,31PJ,Medium Term Loans,#VALUE!,"3,266,569",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BH4HHC65,42,WTS 27/11/23(SHENZHEN ZHONGJIN)USD      ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,10/12/2013,27/11/2023,10,3,8,17RW,Medium Term Loans,#VALUE!,"3,902,821",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BVSS7Z66,42,WTS 28/01/25(RELIANCE INFRASTRUCTURE)USD,n/a,0.15%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,04/02/2015,28/01/2025,10,1,8,63MZ,Medium Term Loans,#VALUE!,"4,650,854",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJH04Y77,42,WTS 29/01/24(CN WF CSP)USD0.000001      ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/02/2014,29/01/2024,10,2,8,36ZS,Medium Term Loans,#VALUE!,"389,352",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJH02547,42,WTS 29/01/24(GERON CO)USD0.000001       ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/02/2014,29/01/2024,10,2,8,36ZR,Medium Term Loans,#VALUE!,"366,732",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BJH01X55,42,WTS 29/01/24(KENN ELEC)USD0.000001      ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/02/2014,29/01/2024,10,2,8,36TV,Medium Term Loans,#VALUE!,"405,319",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BVV29Q09,42,WTS 30/01/25(SUN PHARMA)USD0.000001     ,n/a,0.17%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/02/2015,30/01/2025,10,1,8,51AI,Medium Term Loans,#VALUE!,"18,603,415",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00BG48JH10,42,WTS 30/10/23(OMAXE)USD2                 ,n/a,0.10%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/11/2013,30/10/2023,10,3,8,93QG,Medium Term Loans,#VALUE!,"12,610,462",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7NP0V11,42,WTS 31/05/19(IND125672)GBP              ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,31/05/2013,31/05/2019,6,3,3,57ND,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00BFZDD216,42,WTS 31/10/16(SAUDI BASIC IND)USD        ,n/a,0.11%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,29/10/2013,31/10/2016,3,3,8,57UJ,Medium Term Loans,#VALUE!,"52,137,490",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7CXZK05,42,WTS 5/9/18(FTSE100)GBP 106566           ,n/a,0.66%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/09/2012,05/09/2018,6,4,3,16AI,Medium Term Loans,#VALUE!,"250,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B95HG885,42,WTS 6/12/17(UK GILT 7/9/19 3.75%)REGS S2,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/12/2012,06/12/2017,5,4,3,15BD,Medium Term Loans,#VALUE!,"25,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B95KBG07,42,WTS 8/1/18(UK GILT 7/9/19 3.75%)REGS    ,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/12/2012,08/01/2018,5,4,3,15BB,Medium Term Loans,#VALUE!,"25,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0614700184,42,WTS LINKED NTS 27/7/18 GBP1             ,n/a,0.94%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/06/2012,27/07/2018,6,4,3,38DN,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0869280601,42,WTS LINKED NTS 8/5/19 GBP1              ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/05/2013,08/05/2019,6,3,3,55LG,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7CXYR09,42,WTS LK DNTS 30/10/18(BCL WTS109569)GBP1 ,n/a,0.52%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,30/10/2012,30/10/2018,6,4,3,15KC,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B8KRL360,42,WTS LKD A SHS HEFEI DEPT 09/01/23       ,n/a,0.16%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,14/01/2013,09/01/2023,10,3,8,17MW,Medium Term Loans,#VALUE!,"3,156,321",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B7TX1S32,42,WTS LKD A SHS SHANGHAI JINQIAO 09/01/23 ,n/a,0.16%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,14/01/2013,09/01/2023,10,3,8,17MV,Medium Term Loans,#VALUE!,"2,699,757",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0806175930,42,WTS LKD NOTES 17/12/18 GBP1             ,n/a,0.54%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/10/2012,17/12/2018,6,4,3,15QA,Medium Term Loans,#VALUE!,"15,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0549919321,42,WTS LKD NTS  09/04/18 GBP1              ,n/a,1.10%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,09/02/2012,09/04/2018,6,4,3,51CQ,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0869318005,42,WTS LKD NTS  23/04/19(BCL WTS)GBP1      ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/03/2013,23/04/2019,6,3,3,17QN,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NNVC32,42,WTS LKD NTS 01/04/18(BCWT LKD 121222)GBP,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/04/2013,01/04/2018,5,3,3,65RG,Medium Term Loans,#VALUE!,"2,400,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B8SVWM66,42,WTS LKD NTS 01/10/2019(BCWT)GBP1        ,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,01/10/2013,01/10/2020,7,3,3,67HU,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548354777,42,WTS LKD NTS 02/12/15 GBP1               ,n/a,1.08%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/12/2011,02/12/2015,4,5,3,10YU,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0549985462,42,WTS LKD NTS 04/05/18 GBP                ,n/a,1.09%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,27/02/2012,04/05/2018,6,4,3,42IP,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0549985389,42,WTS LKD NTS 04/05/18 GBP1               ,n/a,1.09%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,27/02/2012,04/05/2018,6,4,3,42IM,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B8SVWL59,42,WTS LKD NTS 04/10/19(BCWT LKD)GBP1      ,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/10/2013,04/10/2019,6,3,3,55UJ,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548479806,42,WTS LKD NTS 05/02/18 GBP1               ,n/a,1.11%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/02/2012,05/02/2018,6,4,3,50WN,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548430460,42,WTS LKD NTS 05/02/18 GBP1               ,n/a,1.11%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/02/2012,05/02/2018,6,4,3,50WM,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0806116769,42,WTS LKD NTS 05/04/16 GBP1               ,n/a,0.61%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/10/2012,05/04/2016,4,4,3,16KG,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0785283978,42,WTS LKD NTS 05/09/18 GBP1               ,n/a,0.66%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/09/2012,05/09/2018,6,4,3,16AG,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0934674770,42,WTS LKD NTS 06/09/19 GBP1               ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,01/08/2013,06/09/2019,6,3,3,63PW,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0549985207,42,WTS LKD NTS 07/03/18 GBP                ,n/a,1.10%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/02/2012,07/03/2018,6,4,3,51OT,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548491256,42,WTS LKD NTS 07/03/18 GBP1               ,n/a,1.10%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/12/2011,07/03/2018,6,5,3,48OP,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1037778013,42,WTS LKD NTS 07/07/20(BCL WTS)GBP1       ,n/a,0.55%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/06/2014,07/07/2020,6,2,3,50AZ,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1056886366,42,WTS LKD NTS 07/08/20 GBP1               ,n/a,0.55%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,30/06/2014,07/08/2020,6,2,3,67OL,Medium Term Loans,#VALUE!,"1,500,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1056886440,42,WTS LKD NTS 07/08/20 GBP1               ,n/a,0.55%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,30/06/2014,07/08/2020,6,2,3,67TI,Medium Term Loans,#VALUE!,"1,500,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1245153512,42,WTS LKD NTS 07/09/21(BARCLAYS BKWTS)GBP1,n/a,0.57%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/08/2015,07/09/2021,6,1,3,92WD,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1245153439,42,WTS LKD NTS 07/09/21(WTS)GBP1           ,n/a,0.57%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/08/2015,07/09/2021,6,1,3,92WH,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0806205273,42,WTS LKD NTS 07/11/18 USD1               ,n/a,0.20%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,26/10/2012,07/11/2018,6,4,3,13FB,Medium Term Loans,#VALUE!,"6,207,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1132007078,42,WTS LKD NTS 08/02/21 GBP1               ,n/a,0.53%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/12/2014,08/02/2021,6,2,3,46ZD,Medium Term Loans,#VALUE!,"2,500,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1132007151,42,WTS LKD NTS 08/02/21 GBP1               ,n/a,0.53%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/12/2014,08/02/2021,6,2,3,46ZU,Medium Term Loans,#VALUE!,"2,500,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0869280510,42,WTS LKD NTS 08/05/19 GBP1               ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/05/2013,08/05/2019,6,3,3,55HI,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7970B12,42,WTS LKD NTS 10/04/17 GBP1               ,n/a,1.11%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/02/2012,10/04/2017,5,4,3,50TX,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0833502379,42,WTS LKD NTS 11/1/19 GBP1                ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,18/01/2013,11/01/2019,6,3,3,19UX,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548328185,42,WTS LKD NTS 11/12/17 GBP1               ,n/a,1.09%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,09/12/2011,11/12/2017,6,5,3,12KQ,Medium Term Loans,#VALUE!,"6,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548446979,42,WTS LKD NTS 12/12/16 GBP1               ,n/a,1.09%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/12/2011,12/12/2016,5,5,3,48IA,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B8SVWQ05,42,WTS LKD NTS 13/09/19 GBP1               ,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/09/2013,13/09/2019,6,3,3,82BV,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7NNV679,42,WTS LKD NTS 15/5/18(WT SN124242)GBP100  ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,15/05/2013,15/05/2018,5,3,3,34TT,Medium Term Loans,#VALUE!,"3,200,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0927988872,42,WTS LKD NTS 16/10/19 GBP1               ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/07/2013,16/10/2019,6,3,3,61GV,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0928021590,42,WTS LKD NTS 19/07/16 GBP100             ,n/a,0.49%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,01/08/2013,19/07/2016,3,3,3,48DM,Medium Term Loans,#VALUE!,"19,999,900",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B77J5V48,42,WTS LKD NTS 20/2/18(BCL WTS17 GWS809)GBP,n/a,1.10%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/02/2012,20/02/2018,6,4,3,51QJ,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0833616468,42,WTS LKD NTS 21/12/18 GBP1               ,n/a,0.50%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/12/2012,21/12/2018,6,4,3,15BK,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0743047887,42,WTS LKD NTS 22/03/17 GBP1000            ,n/a,1.07%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/03/2012,22/03/2017,5,4,3,13MV,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
